0.0,[ 1.09805633  5.33828105  1.50553025 -2.09167442 -2.34325181  5.62171848]
0.02004008016032064,[ 1.10223629  5.33826792  1.51462114 -2.12003138 -2.36802071  5.61402836]
0.04008016032064128,[ 1.10437489  5.33749219  1.51953692 -2.13626422 -2.38105366  5.60890245]
0.06012024048096192,[ 1.10438965  5.33580764  1.51920082 -2.13622858 -2.38133017  5.60890245]
0.08016032064128256,[ 1.10439299  5.33412324  1.51886526 -2.13619289 -2.38160855  5.60890245]
0.1002004008016032,[ 1.10438489  5.33243907  1.51853026 -2.13615712 -2.38188882  5.60890245]
0.12024048096192384,[ 1.10436537  5.33075517  1.51819583 -2.13612129 -2.38217095  5.60890245]
0.1402805611222445,[ 1.10433441  5.3290716   1.517862   -2.13608539 -2.38245494  5.60890245]
0.16032064128256512,[ 1.10442085  5.32451299  1.52055373 -2.1347986  -2.38315076  5.60890245]
0.18036072144288576,[ 1.10436561  5.32289354  1.52014947 -2.13479204 -2.38342934  5.60890245]
0.2004008016032064,[ 1.10429905  5.32127442  1.51974605 -2.13478532 -2.38370975  5.60890245]
0.22044088176352705,[ 1.10422116  5.31965567  1.51934349 -2.13477844 -2.38399198  5.60890245]
0.24048096192384769,[ 1.10413196  5.31803736  1.51894181 -2.13477139 -2.38427601  5.60890245]
0.2605210420841683,[ 1.10403145  5.31641954  1.51854102 -2.13476419 -2.38456184  5.60890245]
0.280561122244489,[ 1.10391961  5.31480226  1.51814114 -2.13475683 -2.38484945  5.60890245]
0.3006012024048096,[ 1.10379647  5.3131856   1.51774217 -2.1347493  -2.38513883  5.60890245]
0.32064128256513025,[ 1.10366201  5.3115696   1.51734415 -2.13474162 -2.38542998  5.60890245]
0.3406813627254509,[ 1.10351624  5.30995432  1.51694708 -2.13473377 -2.38572287  5.60890245]
0.3607214428857715,[ 1.10335916  5.30833982  1.51655098 -2.13472577 -2.3860175   5.60890245]
0.3807615230460922,[ 1.10319078  5.30672616  1.51615586 -2.1347176  -2.38631386  5.60890245]
0.4008016032064128,[ 1.10301109  5.30511339  1.51576174 -2.13470927 -2.38661194  5.60890245]
0.42084168336673344,[ 1.1028201   5.30350158  1.51536864 -2.13470077 -2.38691172  5.60890245]
0.4408817635270541,[ 1.10261782  5.30189077  1.51497657 -2.13469212 -2.3872132   5.60890245]
0.4609218436873747,[ 1.10240424  5.30028103  1.51458554 -2.1346833  -2.38751636  5.60890245]
0.48096192384769537,[ 1.10217937  5.29867241  1.51419558 -2.13467432 -2.38782119  5.60890245]
0.501002004008016,[ 1.10194322  5.29706498  1.5138067  -2.13466518 -2.38812768  5.60890245]
0.5210420841683366,[ 1.10169578  5.29545878  1.51341891 -2.13465588 -2.38843582  5.60890245]
0.5410821643286573,[ 1.10143706  5.29385388  1.51303222 -2.13464641 -2.3887456   5.60890245]
0.561122244488978,[ 1.1014401   5.28945962  1.51445782 -2.13379918 -2.38944684  5.60890245]
0.5811623246492986,[ 1.10116395  5.28794714  1.51398965 -2.13382497 -2.38974557  5.60890245]
0.6012024048096192,[ 1.10087687  5.2864358   1.51352303 -2.13385041 -2.39004589  5.60890245]
0.6212424849699398,[ 1.10057887  5.28492565  1.51305797 -2.13387551 -2.39034779  5.60890245]
0.6412825651302605,[ 1.10026994  5.28341675  1.5125945  -2.13390027 -2.39065126  5.60890245]
0.6613226452905812,[ 1.0999501   5.28190915  1.51213263 -2.13392468 -2.39095628  5.60890245]
0.6813627254509018,[ 1.09961935  5.2804029   1.51167239 -2.13394875 -2.39126284  5.60890245]
0.7014028056112224,[ 1.0992777   5.27889807  1.51121379 -2.13397246 -2.39157094  5.60890245]
0.721442885771543,[ 1.09892515  5.2773947   1.51075685 -2.13399583 -2.39188056  5.60890245]
0.7414829659318637,[ 1.09856172  5.27589284  1.51030159 -2.13401884 -2.39219169  5.60890245]
0.7615230460921844,[ 1.09818742  5.27439256  1.50984802 -2.1340415  -2.39250432  5.60890245]
0.781563126252505,[ 1.09780224  5.27289391  1.50939618 -2.1340638  -2.39281844  5.60890245]
0.8016032064128256,[ 1.09740621  5.27139694  1.50894606 -2.13408574 -2.39313403  5.60890245]
0.8216432865731462,[ 1.09699932  5.2699017   1.5084977  -2.13410732 -2.39345109  5.60890245]
0.8416833667334669,[ 1.09658159  5.26840825  1.50805111 -2.13412855 -2.39376961  5.60890245]
0.8617234468937875,[ 1.09615302  5.26691665  1.5076063  -2.1341494  -2.39408956  5.60890245]
0.8817635270541082,[ 1.09571363  5.26542694  1.50716331 -2.1341699  -2.39441095  5.60890245]
0.9018036072144289,[ 1.09526343  5.26393918  1.50672213 -2.13419002 -2.39473375  5.60890245]
